cliente,muy_barato,barato,caro,muy_caro
Cliente_288,30,37,47,55
Cliente_289,17,24,30,35
Cliente_290,12,19,29,40
Cliente_291,36,39,49,57
Cliente_292,29,33,41,47
Cliente_293,26,33,42,48
Cliente_294,19,29,34,43
Cliente_295,27,35,44,51
Cliente_296,22,28,35,47
Cliente_297,22,31,40,45
Cliente_298,19,25,32,39
Cliente_299,30,36,47,54
Cliente_300,20,29,37,46
Cliente_301,35,42,51,59
Cliente_302,29,35,42,50
Cliente_303,29,39,45,53
Cliente_304,24,31,40,47
Cliente_305,32,39,45,52
Cliente_306,18,24,33,40
Cliente_307,23,32,42,50
Cliente_308,21,29,36,50
Cliente_309,24,32,40,49
Cliente_310,19,28,33,39
Cliente_311,17,26,36,45
Cliente_312,18,27,33,41
Cliente_313,20,29,38,44
Cliente_314,18,25,33,39
Cliente_315,19,24,32,40
Cliente_316,25,36,46,55
Cliente_317,23,30,37,44
Cliente_318,28,39,48,55
Cliente_319,16,25,34,43
Cliente_320,11,20,31,38
Cliente_321,21,28,38,43
Cliente_322,11,22,28,37
Cliente_323,3,14,25,34
Cliente_324,22,30,37,46
Cliente_325,17,27,35,41
Cliente_326,19,29,32,41
Cliente_327,21,29,37,45
Cliente_328,13,25,38,45
Cliente_329,20,29,38,48
Cliente_330,28,35,41,54
Cliente_331,10,21,29,38
Cliente_332,22,32,41,49
Cliente_333,18,23,32,42
Cliente_334,24,30,36,42
Cliente_335,24,31,38,46
Cliente_336,19,25,31,39
Cliente_337,23,33,38,44
Cliente_338,21,32,41,53
Cliente_339,20,26,35,42
Cliente_340,34,43,50,55
Cliente_341,26,35,41,51
Cliente_342,25,32,37,48
Cliente_343,23,32,39,47
Cliente_344,26,31,44,53
Cliente_345,17,23,32,39
Cliente_346,30,35,48,56
Cliente_347,16,22,32,39
