cliente,muy_barato,barato,caro,muy_caro
Cliente_80,14,25,34,40
Cliente_81,23,31,37,42
Cliente_82,13,19,28,36
Cliente_83,12,18,26,35
Cliente_84,7,13,18,27
Cliente_85,17,26,38,45
Cliente_86,10,16,24,30
Cliente_87,13,20,27,37
Cliente_88,10,17,23,33
Cliente_89,29,37,46,52
Cliente_90,19,28,34,44
Cliente_91,13,20,25,34
Cliente_92,7,14,22,32
Cliente_93,15,20,25,32
Cliente_94,7,17,27,37
Cliente_95,10,19,26,33
Cliente_96,24,31,40,49
Cliente_97,5,16,23,28
Cliente_98,10,23,33,44
Cliente_99,2,10,17,25
Cliente_100,12,22,29,38
Cliente_101,16,27,37,45
Cliente_102,7,17,21,30
Cliente_103,15,26,31,39
Cliente_104,10,17,22,32
Cliente_105,2,12,19,28
Cliente_106,20,27,36,45
Cliente_107,19,29,40,50
Cliente_108,18,32,38,48
Cliente_109,9,15,22,30
Cliente_110,4,13,19,25
Cliente_111,7,17,26,33
Cliente_112,12,17,28,33
Cliente_113,3,12,20,28
Cliente_114,6,16,22,29
Cliente_115,9,18,28,33
Cliente_116,9,18,25,33
Cliente_117,20,28,37,44
Cliente_118,17,27,35,41
Cliente_119,14,20,28,32
Cliente_120,19,25,30,39
Cliente_121,7,16,25,31
Cliente_122,6,11,17,26
Cliente_123,5,13,20,30
Cliente_124,16,23,33,39
Cliente_125,23,32,43,50
Cliente_126,13,22,28,36
Cliente_127,10,18,27,32
Cliente_128,13,25,32,42
Cliente_129,19,26,36,42
Cliente_130,4,14,19,27
Cliente_131,17,26,34,44
Cliente_132,16,26,31,37
Cliente_133,18,25,34,46
Cliente_134,15,22,33,42
Cliente_135,17,24,33,38
Cliente_136,10,17,23,29
Cliente_137,8,14,24,31
Cliente_138,11,20,29,37
Cliente_139,14,24,28,35
Cliente_140,12,20,25,34
Cliente_141,13,21,27,33
Cliente_142,6,17,28,36
Cliente_143,18,27,35,42
Cliente_144,13,22,29,36
Cliente_145,5,15,21,29
Cliente_146,4,11,19,32
Cliente_147,9,17,24,32
Cliente_148,19,27,38,50
Cliente_149,21,29,42,50
Cliente_150,4,14,21,24
Cliente_151,16,23,33,42
Cliente_152,27,36,44,49
Cliente_153,12,18,24,35
Cliente_154,14,21,28,36
Cliente_155,33,39,46,55
Cliente_156,7,16,26,34
Cliente_157,3,15,26,36
Cliente_158,15,22,31,38
Cliente_159,2,11,19,26
Cliente_160,17,24,35,42
Cliente_161,13,21,35,43
Cliente_162,9,10,19,27
Cliente_163,8,17,25,32
Cliente_164,2,8,17,26
Cliente_165,22,30,38,44
Cliente_166,10,20,25,34
Cliente_167,18,27,32,42
Cliente_168,14,21,28,37
Cliente_169,9,19,26,34
Cliente_170,12,21,25,30
Cliente_171,6,14,20,27
Cliente_172,9,17,24,34
Cliente_173,4,10,16,25
Cliente_174,8,17,28,37
Cliente_175,9,19,30,38
Cliente_176,17,26,31,43
Cliente_177,13,22,28,38
Cliente_178,4,10,21,29
Cliente_179,19,29,35,45
Cliente_180,6,17,24,33
Cliente_181,9,18,26,32
Cliente_182,7,15,25,33
Cliente_183,2,8,16,23
Cliente_184,13,21,30,36
Cliente_185,4,12,17,28
Cliente_186,2,11,17,27
Cliente_187,17,23,33,41
Cliente_188,11,17,27,32
Cliente_189,8,18,25,32
Cliente_190,6,14,22,30
Cliente_191,3,13,20,27
Cliente_192,15,20,29,35
Cliente_193,7,14,21,26
Cliente_194,5,11,20,30
Cliente_195,12,21,30,34
Cliente_196,4,14,19,31
Cliente_197,8,18,28,36
Cliente_198,7,14,23,30
Cliente_199,21,32,42,48
Cliente_200,12,19,30,39
Cliente_201,10,20,29,36
Cliente_202,2,11,19,28
Cliente_203,21,34,43,53
Cliente_204,16,27,37,45
Cliente_205,21,33,42,50
Cliente_206,13,23,30,37
Cliente_207,8,16,24,32
Cliente_208,15,24,33,42
Cliente_209,18,26,32,37
Cliente_210,1,8,15,26
Cliente_211,8,22,26,32
Cliente_212,9,20,25,33
Cliente_213,14,23,32,40
Cliente_214,12,20,27,33
Cliente_215,7,16,24,32
Cliente_216,11,24,33,41
Cliente_217,15,18,25,34
Cliente_218,8,16,23,35
Cliente_219,12,21,27,32
Cliente_220,15,17,25,34
Cliente_221,13,21,28,40
Cliente_222,6,12,22,30
Cliente_223,15,24,34,45
Cliente_224,17,26,32,39
Cliente_225,6,13,19,30
Cliente_226,8,14,24,32
Cliente_227,11,18,29,34
Cliente_228,14,22,30,37
Cliente_229,8,14,22,31
Cliente_230,8,17,21,32
Cliente_231,11,19,28,34
Cliente_232,12,19,25,34
Cliente_233,10,18,25,33
Cliente_234,7,15,26,35
Cliente_235,13,18,25,35
Cliente_236,20,33,39,47
Cliente_237,12,21,33,42
Cliente_238,21,29,32,42
Cliente_239,12,18,26,36
Cliente_240,12,22,32,39
Cliente_241,6,13,22,27
Cliente_242,10,20,27,35
Cliente_243,13,20,25,34
Cliente_244,15,22,31,38
Cliente_245,17,24,33,41
Cliente_246,6,15,27,34
Cliente_247,9,16,25,35
Cliente_248,6,13,21,31
Cliente_249,8,18,25,32
Cliente_250,15,20,27,39
Cliente_251,13,20,28,38
Cliente_252,5,13,19,23
Cliente_253,10,20,27,38
Cliente_254,11,16,24,36
Cliente_255,10,18,28,34
Cliente_256,9,18,26,35
Cliente_257,16,25,34,42
Cliente_258,5,10,19,25
Cliente_259,17,23,27,36
Cliente_260,16,25,33,43
Cliente_261,7,16,21,26
Cliente_262,5,8,14,21
Cliente_263,11,17,25,32
Cliente_264,7,19,28,39
Cliente_265,9,15,24,30
Cliente_266,4,12,20,26
Cliente_267,11,18,24,33
Cliente_268,18,24,35,45
Cliente_269,11,18,27,37
Cliente_270,4,9,20,26
Cliente_271,2,10,20,27
Cliente_272,14,25,32,39
Cliente_273,18,25,31,38
Cliente_274,9,17,23,31
Cliente_275,14,22,31,43
Cliente_276,13,19,29,39
Cliente_277,7,16,24,34
Cliente_278,13,21,29,38
Cliente_279,8,18,24,32
Cliente_280,14,23,29,39
Cliente_281,16,25,30,39
Cliente_282,14,22,30,40
Cliente_283,13,18,22,30
Cliente_284,11,22,28,37
Cliente_285,16,20,27,32
Cliente_286,4,14,20,26
Cliente_287,10,21,29,36
Cliente_288,9,13,22,28
Cliente_289,12,19,24,34
Cliente_290,14,20,29,38
Cliente_291,7,12,20,24
Cliente_292,13,23,39,53
Cliente_293,1,5,16,23
Cliente_294,12,17,22,30
Cliente_295,6,14,23,31
Cliente_296,9,19,23,35
Cliente_297,5,14,19,30
Cliente_298,11,24,33,38
Cliente_299,10,16,25,35
Cliente_300,19,27,35,44
Cliente_301,4,14,23,28
Cliente_302,3,8,12,20
Cliente_303,9,21,27,35
Cliente_304,20,27,33,42
Cliente_305,15,24,31,40
Cliente_306,10,14,24,32
Cliente_307,11,21,30,40
Cliente_308,10,18,25,35
Cliente_309,17,22,30,39
Cliente_310,2,12,19,27
Cliente_311,9,17,26,33
Cliente_312,4,12,19,27
Cliente_313,5,14,23,33
Cliente_314,10,18,27,36
Cliente_315,7,17,29,37
Cliente_316,10,14,23,33
Cliente_317,11,15,21,31
Cliente_318,5,16,22,31
Cliente_319,4,11,19,30
Cliente_320,17,26,34,41
Cliente_321,9,18,26,33
Cliente_322,10,19,25,35
Cliente_323,13,22,33,40
Cliente_324,7,18,24,30
Cliente_325,6,17,29,39
Cliente_326,9,14,24,32
Cliente_327,2,11,21,26
Cliente_328,19,24,33,41
Cliente_329,5,16,27,37
Cliente_330,9,20,29,33
Cliente_331,4,8,16,25
Cliente_332,19,26,36,46
Cliente_333,19,27,35,42
Cliente_334,9,20,30,33
Cliente_335,3,11,21,27
Cliente_336,8,16,25,37
Cliente_337,1,8,18,23
Cliente_338,17,24,35,42
Cliente_339,8,18,28,38
Cliente_340,17,24,31,36
Cliente_341,16,22,31,43
Cliente_342,4,14,24,31
Cliente_343,12,20,32,42
Cliente_344,2,13,21,28
Cliente_345,14,26,36,40
Cliente_346,6,17,24,34
Cliente_347,11,19,25,33
Cliente_348,8,18,26,36
Cliente_349,10,18,22,34
Cliente_350,1,6,16,25
Cliente_351,4,14,27,31
Cliente_352,18,27,38,46
Cliente_353,7,14,23,33
Cliente_354,10,18,29,36
Cliente_355,20,24,29,34
Cliente_356,16,27,34,43
Cliente_357,9,18,27,35
Cliente_358,16,21,29,38
Cliente_359,5,11,20,25
Cliente_360,4,10,17,25
Cliente_361,4,9,21,28
Cliente_362,19,31,38,46
Cliente_363,7,11,19,20
Cliente_364,10,16,27,34
Cliente_365,21,28,38,48
Cliente_366,14,23,30,38
Cliente_367,1,8,14,20
Cliente_368,8,18,28,36
Cliente_369,5,12,22,30
Cliente_370,17,26,34,41
Cliente_371,7,14,24,30
Cliente_372,1,10,16,25
Cliente_373,12,21,29,37
Cliente_374,21,29,41,50
Cliente_375,7,20,23,33
Cliente_376,24,27,34,39
Cliente_377,8,17,27,35
Cliente_378,18,30,37,45
Cliente_379,13,19,26,33
Cliente_380,16,26,31,40
Cliente_381,8,15,21,28
Cliente_382,10,18,29,40
Cliente_383,3,11,20,27
Cliente_384,4,12,21,29
Cliente_385,18,26,32,40
Cliente_386,10,18,26,36
Cliente_387,7,13,21,29
Cliente_388,7,16,22,32
Cliente_389,11,21,29,33
Cliente_390,17,26,32,38
Cliente_391,17,26,36,40
Cliente_392,12,19,24,32
Cliente_393,5,13,19,29
Cliente_394,2,12,19,25
Cliente_395,7,14,26,35
Cliente_396,10,16,26,35
Cliente_397,12,18,30,36
Cliente_398,14,25,36,43
Cliente_399,16,22,31,41
Cliente_400,21,26,32,38
Cliente_401,11,17,27,35
Cliente_402,15,21,31,41
Cliente_403,20,27,41,49
Cliente_404,2,9,17,23
Cliente_405,6,14,21,30
Cliente_406,7,15,21,29
Cliente_407,4,8,15,22
Cliente_408,8,15,19,26
Cliente_409,21,27,36,46
Cliente_410,5,8,15,24
Cliente_411,8,16,26,33
Cliente_412,23,32,38,47
Cliente_413,13,21,23,30
Cliente_414,4,11,16,24
Cliente_415,20,30,38,47
Cliente_416,11,21,27,34
Cliente_417,2,11,18,27
Cliente_418,22,28,37,47
Cliente_419,15,23,31,37
Cliente_420,12,16,24,30
Cliente_421,12,19,28,37
Cliente_422,15,23,32,38
Cliente_423,14,22,30,39
Cliente_424,11,18,23,31
Cliente_425,18,26,32,41
Cliente_426,27,31,40,46
Cliente_427,22,28,30,35
Cliente_428,14,21,30,40
Cliente_429,3,13,21,31
Cliente_430,4,11,17,25
Cliente_431,8,19,26,33
Cliente_432,8,14,19,28
Cliente_433,14,20,29,35
Cliente_434,14,25,32,39
Cliente_435,6,14,23,33
Cliente_436,9,18,28,36
Cliente_437,14,21,29,38
Cliente_438,5,11,19,30
Cliente_439,4,16,20,29
Cliente_440,12,24,29,33
Cliente_441,7,16,21,32
Cliente_442,16,25,32,42
Cliente_443,17,26,34,45
Cliente_444,16,22,29,39
Cliente_445,8,13,20,29
Cliente_446,1,6,15,23
Cliente_447,11,16,21,31
Cliente_448,13,21,31,42
Cliente_449,16,26,41,50
Cliente_450,8,15,22,27
Cliente_451,14,19,27,31
Cliente_452,19,27,37,42
Cliente_453,5,13,19,24
Cliente_454,9,16,23,32
Cliente_455,7,14,25,35
Cliente_456,7,20,32,38
Cliente_457,12,20,26,36
Cliente_458,18,27,36,44
Cliente_459,10,20,28,35
Cliente_460,11,19,28,38
Cliente_461,18,25,37,49
Cliente_462,19,26,35,43
Cliente_463,3,11,19,27
Cliente_464,9,17,26,31
Cliente_465,10,17,22,32
Cliente_466,3,12,21,32
Cliente_467,3,9,19,27
Cliente_468,3,10,18,28
Cliente_469,10,19,27,38
Cliente_470,24,32,40,47
Cliente_471,14,25,35,42
Cliente_472,17,28,35,38
Cliente_473,23,31,38,49
Cliente_474,12,24,33,43
Cliente_475,15,25,34,41
Cliente_476,10,17,23,32
Cliente_477,6,14,20,27
Cliente_478,30,38,49,57
Cliente_479,5,12,18,29
Cliente_480,4,14,20,29
Cliente_481,20,28,33,41
Cliente_482,10,16,25,32
Cliente_483,15,24,34,43
Cliente_484,6,15,24,30
Cliente_485,13,21,29,40
Cliente_486,14,22,29,38
Cliente_487,3,11,18,29
Cliente_488,17,26,31,38
Cliente_489,11,21,30,39
Cliente_490,15,21,27,37
Cliente_491,22,30,38,45
Cliente_492,15,20,28,35
Cliente_493,1,6,14,20
Cliente_494,6,15,24,35
Cliente_495,11,19,29,36
Cliente_496,7,14,24,29
Cliente_497,6,13,22,32
Cliente_498,14,21,29,36
Cliente_499,7,17,22,31
Cliente_500,3,13,22,32
Cliente_501,8,20,28,36
Cliente_502,15,25,34,41
Cliente_503,12,21,28,33
Cliente_504,19,27,37,44
Cliente_505,10,18,27,35
Cliente_506,14,23,30,37
Cliente_507,15,24,35,44
Cliente_508,17,25,35,45
Cliente_509,9,15,21,30
Cliente_510,16,26,34,39
Cliente_511,6,19,29,36
Cliente_512,14,25,29,38
Cliente_513,4,12,23,29
Cliente_514,8,15,22,30
Cliente_515,22,31,41,49
Cliente_516,4,13,23,32
Cliente_517,11,16,23,33
Cliente_518,8,16,25,32
Cliente_519,6,16,25,28
Cliente_520,15,24,35,43
Cliente_521,11,19,27,36
Cliente_522,17,24,33,40
Cliente_523,26,36,45,55
Cliente_524,11,18,24,32
Cliente_525,7,15,26,37
Cliente_526,10,15,25,35
Cliente_527,22,27,36,43
Cliente_528,6,11,19,26
Cliente_529,8,17,24,32
Cliente_530,10,16,21,29
Cliente_531,12,18,23,32
Cliente_532,12,25,34,44
Cliente_533,6,14,25,32
Cliente_534,3,13,27,32
Cliente_535,7,15,25,32
Cliente_536,5,12,20,27
Cliente_537,18,27,35,43
Cliente_538,22,31,39,49
Cliente_539,18,28,38,43
Cliente_540,12,21,27,36
Cliente_541,14,23,33,39
Cliente_542,27,32,36,44
Cliente_543,5,14,20,29
Cliente_544,8,16,22,28
Cliente_545,13,19,28,36
Cliente_546,9,15,22,29
Cliente_547,8,15,25,38
Cliente_548,7,15,23,29
Cliente_549,18,27,33,42
Cliente_550,8,17,28,34
Cliente_551,9,16,20,27
Cliente_552,10,16,27,34
Cliente_553,14,24,30,39
Cliente_554,2,10,19,27
Cliente_555,13,24,30,40
Cliente_556,10,17,23,31
Cliente_557,14,22,29,37
Cliente_558,9,18,27,33
Cliente_559,26,35,43,52
Cliente_560,8,19,31,38
Cliente_561,15,21,28,35
Cliente_562,6,13,21,31
Cliente_563,11,15,20,30
Cliente_564,8,13,23,30
Cliente_565,4,14,25,35
Cliente_566,12,19,26,32
Cliente_567,1,5,14,23
Cliente_568,21,30,35,44
Cliente_569,18,28,35,44
Cliente_570,24,29,37,46
Cliente_571,10,20,29,39
Cliente_572,3,9,21,31
Cliente_573,15,20,30,35
Cliente_574,8,14,23,28
Cliente_575,6,15,21,29
Cliente_576,2,11,21,32
Cliente_577,14,20,27,37
Cliente_578,31,41,48,56
Cliente_579,17,25,36,44
Cliente_580,9,18,25,32
Cliente_581,8,19,26,35
Cliente_582,7,13,18,25
Cliente_583,17,24,31,40
Cliente_584,7,17,26,33
Cliente_585,15,22,27,33
Cliente_586,8,15,23,33
Cliente_587,12,21,29,39
Cliente_588,10,23,32,40
Cliente_589,8,17,27,31
Cliente_590,3,13,22,30
Cliente_591,21,30,38,49
Cliente_592,8,16,22,26
Cliente_593,17,24,35,39
Cliente_594,17,27,31,40
Cliente_595,11,15,22,29
Cliente_596,16,20,24,28
Cliente_597,16,24,30,39
Cliente_598,18,25,33,40
Cliente_599,7,16,24,32
Cliente_600,4,14,23,32
Cliente_601,21,28,34,42
Cliente_602,6,13,21,31
Cliente_603,10,18,24,32
Cliente_604,10,20,26,35
Cliente_605,12,21,28,40
Cliente_606,7,13,20,32
Cliente_607,19,26,34,41
Cliente_608,12,23,33,39
Cliente_609,2,10,17,24
Cliente_610,19,25,33,42
Cliente_611,13,23,28,38
Cliente_612,17,23,26,35
Cliente_613,15,27,31,39
Cliente_614,10,18,23,32
Cliente_615,6,15,27,34
Cliente_616,12,25,33,43
Cliente_617,7,12,21,23
Cliente_618,11,20,24,33
Cliente_619,12,23,29,37
Cliente_620,15,22,28,35
Cliente_621,13,21,28,35
Cliente_622,23,31,37,45
Cliente_623,16,24,30,40
Cliente_624,5,10,19,26
Cliente_625,10,18,24,34
Cliente_626,12,20,31,36
Cliente_627,9,16,25,33
Cliente_628,20,30,36,44
Cliente_629,18,29,38,47
Cliente_630,18,25,32,41
Cliente_631,19,26,34,43
Cliente_632,17,26,32,43
Cliente_633,9,19,23,30
Cliente_634,23,32,38,46
Cliente_635,9,19,26,32
Cliente_636,6,18,30,37
Cliente_637,9,15,28,36
Cliente_638,21,29,39,46
Cliente_639,12,18,27,37
Cliente_640,4,10,18,25
Cliente_641,16,29,35,42
Cliente_642,2,11,17,26
Cliente_643,17,26,34,45
Cliente_644,10,17,22,27
Cliente_645,5,15,25,32
Cliente_646,15,23,30,40
Cliente_647,15,22,34,41
Cliente_648,6,17,28,36
Cliente_649,14,22,30,38
Cliente_650,3,14,21,26
Cliente_651,20,27,37,45
Cliente_652,7,13,22,32
Cliente_653,19,27,38,47
Cliente_654,3,14,23,29
Cliente_655,3,13,21,30
Cliente_656,27,37,43,46
Cliente_657,8,15,24,33
Cliente_658,3,17,26,33
Cliente_659,5,13,23,33
Cliente_660,7,15,22,29
Cliente_661,9,14,21,26
Cliente_662,4,15,24,29
Cliente_663,8,14,21,31
Cliente_664,10,14,21,32
Cliente_665,17,26,33,44
Cliente_666,14,26,36,43
Cliente_667,13,23,32,38
Cliente_668,8,16,25,33
Cliente_669,9,19,25,33
Cliente_670,13,17,22,30
Cliente_671,13,19,27,34
Cliente_672,8,18,27,36
Cliente_673,14,24,30,36
Cliente_674,15,24,31,43
Cliente_675,16,24,31,36
Cliente_676,15,25,35,42
Cliente_677,6,18,28,36
Cliente_678,4,12,17,23
Cliente_679,8,17,25,33
Cliente_680,16,25,31,40
Cliente_681,9,15,23,32
Cliente_682,1,11,18,26
Cliente_683,8,18,24,33
Cliente_684,5,14,21,26
Cliente_685,4,12,21,33
Cliente_686,10,21,29,37
Cliente_687,12,21,26,36
Cliente_688,12,20,32,43
Cliente_689,19,30,34,40
Cliente_690,6,13,22,32
Cliente_691,11,20,27,36
Cliente_692,5,14,19,26
Cliente_693,10,15,22,30
Cliente_694,8,17,23,33
Cliente_695,20,28,38,43
Cliente_696,23,30,39,47
Cliente_697,14,24,29,37
Cliente_698,12,22,32,37
Cliente_699,7,13,23,31
Cliente_700,6,12,20,29
Cliente_701,16,21,29,35
Cliente_702,11,15,22,31
Cliente_703,22,30,37,48
Cliente_704,7,15,20,27
Cliente_705,6,16,26,31
Cliente_706,11,19,27,32
Cliente_707,9,13,24,34
Cliente_708,11,21,31,36
Cliente_709,18,26,33,43
Cliente_710,3,11,18,26
Cliente_711,18,26,33,42
Cliente_712,17,29,38,45
Cliente_713,7,16,25,32
Cliente_714,19,28,36,42
Cliente_715,17,22,28,36
Cliente_716,16,24,31,39
Cliente_717,11,18,25,31
Cliente_718,1,10,20,26
Cliente_719,15,24,30,40
Cliente_720,15,20,29,37
Cliente_721,11,20,27,36
Cliente_722,20,31,38,44
Cliente_723,11,18,25,31
Cliente_724,14,21,26,36
Cliente_725,4,12,22,31
Cliente_726,9,20,27,33
Cliente_727,16,22,30,37
Cliente_728,8,13,19,29
Cliente_729,1,9,19,28
Cliente_730,17,24,31,41
Cliente_731,6,17,24,32
Cliente_732,17,23,28,35
Cliente_733,11,23,28,39
Cliente_734,6,16,23,32
Cliente_735,10,17,26,31
Cliente_736,10,19,30,38
Cliente_737,27,34,39,46
Cliente_738,19,25,32,42
Cliente_739,4,15,22,25
Cliente_740,26,31,39,43
Cliente_741,7,15,21,30
Cliente_742,14,21,30,40
